,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2323,KDAUSDT,MATICUSDT,0.02,-3.65,-3.37,1.0,10
2911,RENUSDT,SNXUSDT,0.0,-4.15,-3.37,0.05,10
1071,C98USDT,BITUSDT,0.01,-3.91,-3.37,0.92,10
917,BSVUSDT,CVXUSDT,0.01,-3.97,-3.37,9.79,10
3773,XRPUSDT,REQUSDT,0.0,-13.71,-3.37,4.46,10
648,BCHUSDT,CHZUSDT,0.02,-3.71,-3.37,464.68,10
2306,KDAUSDT,FITFIUSDT,0.0,-4.12,-3.37,23.51,10
2305,KDAUSDT,ETHWUSDT,0.0,-4.22,-3.37,0.24,10
314,APTUSDT,WAVESUSDT,0.02,-3.63,-3.37,1.93,10
1077,C98USDT,BSWUSDT,0.01,-3.79,-3.37,1.36,10
151,AGLDUSDT,WOOUSDT,0.04,-3.39,-3.37,1.95,10
3783,XRPUSDT,SFPUSDT,0.0,-13.84,-3.37,0.6,10
1078,C98USDT,BTCUSDT,0.01,-4.01,-3.37,0.0,10
1080,C98USDT,CELOUSDT,0.02,-3.68,-3.37,0.63,10
2976,ROSEUSDT,WOOUSDT,0.0,-5.38,-3.37,0.37,10
988,BSWUSDT,ZECUSDT,0.0,-4.51,-3.37,0.01,10
645,BCHUSDT,CELOUSDT,0.02,-3.66,-3.37,235.32,10
2984,RSS3USDT,CEEKUSDT,0.03,-3.58,-3.37,1.22,10
2986,RSS3USDT,GMTUSDT,0.02,-3.65,-3.37,0.31,10
1081,C98USDT,CELRUSDT,0.03,-3.52,-3.37,25.01,10
147,AGLDUSDT,STXUSDT,0.02,-3.7,-3.37,1.05,10
2275,JSTUSDT,STMXUSDT,0.03,-3.59,-3.37,4.19,10
2258,JSTUSDT,CELOUSDT,0.05,-3.38,-3.37,0.05,10
1234,CELRUSDT,ARUSDT,0.02,-3.72,-3.37,0.0,10
992,BTCUSDT,AVAXUSDT,0.0,-4.31,-3.37,1285.25,10
2332,KDAUSDT,REEFUSDT,0.01,-3.85,-3.37,281.32,10
1834,FILUSDT,ACHUSDT,0.04,-3.43,-3.37,443.96,10
643,BCHUSDT,C98USDT,0.03,-3.57,-3.37,358.9,10
448,AXSUSDT,GALUSDT,0.0,-4.92,-3.37,4.95,10
1040,BTCUSDT,WOOUSDT,0.0,-4.57,-3.37,134252.48,10
2725,ONEUSDT,WOOUSDT,0.01,-3.94,-3.37,0.11,10
960,BSVUSDT,XLMUSDT,0.04,-3.44,-3.37,434.28,10
2424,LINKUSDT,WOOUSDT,0.03,-3.48,-3.37,49.73,10
1044,C98USDT,1000BTTUSDT,0.01,-3.99,-3.37,415.61,10
1206,C98USDT,XLMUSDT,0.01,-3.86,-3.37,3.11,10
483,AXSUSDT,SFPUSDT,0.0,-4.98,-3.37,11.27,10
501,BAKEUSDT,BALUSDT,0.02,-3.61,-3.37,0.03,10
2420,LINKUSDT,SXPUSDT,0.04,-3.41,-3.37,24.95,10
1204,C98USDT,WOOUSDT,0.01,-3.99,-3.37,2.25,10
2404,LINAUSDT,SXPUSDT,0.0,-4.96,-3.37,0.02,10
2798,RENUSDT,ANTUSDT,0.01,-4.0,-3.37,0.04,10
1208,C98USDT,XNOUSDT,0.02,-3.64,-3.37,0.47,10
1212,C98USDT,YGGUSDT,0.02,-3.66,-3.37,1.26,10
2868,RENUSDT,IOTXUSDT,0.01,-3.98,-3.37,3.19,10
1202,C98USDT,VETUSDT,0.01,-3.8,-3.37,14.48,10
2368,KNCUSDT,SUNUSDT,0.01,-3.89,-3.37,119.18,10
2365,KNCUSDT,NEOUSDT,0.04,-3.43,-3.37,0.09,10
2661,OGNUSDT,BTCUSDT,0.01,-3.9,-3.37,0.0,10
2843,RENUSDT,ENSUSDT,0.0,-4.32,-3.37,0.01,10
1200,C98USDT,UNIUSDT,0.01,-3.97,-3.37,0.05,10
166,AKROUSDT,CHZUSDT,0.02,-3.66,-3.37,0.01,10
1163,C98USDT,ONTUSDT,0.02,-3.69,-3.37,1.63,10
1059,C98USDT,APTUSDT,0.01,-3.9,-3.37,0.06,10
1755,DYDXUSDT,RNDRUSDT,0.0,-4.17,-3.37,4.61,10
1060,C98USDT,ARPAUSDT,0.02,-3.76,-3.37,10.47,10
163,AKROUSDT,ARUSDT,0.01,-3.9,-3.37,0.0,10
1063,C98USDT,AUDIOUSDT,0.01,-3.78,-3.37,1.88,10
1099,C98USDT,DGBUSDT,0.01,-3.83,-3.37,40.37,10
1091,C98USDT,CTCUSDT,0.01,-3.97,-3.37,0.74,10
1102,C98USDT,DOTUSDT,0.01,-3.93,-3.37,0.05,10
3199,SUNUSDT,QNTUSDT,0.0,-4.75,-3.37,0.0,10
462,AXSUSDT,JSTUSDT,0.0,-4.7,-3.37,337.89,10
3947,YGGUSDT,WAVESUSDT,0.03,-3.52,-3.37,0.1,10
3852,YGGUSDT,CHZUSDT,0.02,-3.72,-3.37,0.98,10
2106,HOTUSDT,THETAUSDT,0.04,-3.4,-3.37,0.0,10
1150,C98USDT,LTCUSDT,0.02,-3.68,-3.37,0.0,10
1168,C98USDT,QTUMUSDT,0.02,-3.72,-3.37,0.14,10
3229,SUNUSDT,WOOUSDT,0.0,-4.9,-3.37,0.04,10
1151,C98USDT,LUNA2USDT,0.01,-4.0,-3.37,0.17,10
3236,SUNUSDT,ZECUSDT,0.01,-3.8,-3.37,0.0,10
1152,C98USDT,MANAUSDT,0.01,-3.78,-3.37,0.66,10
1166,C98USDT,PEOPLEUSDT,0.02,-3.69,-3.37,12.14,10
3246,SXPUSDT,10000NFTUSDT,0.02,-3.69,-3.37,50.84,10
1355,CELUSDT,WOOUSDT,0.01,-3.93,-3.37,3.96,10
3251,SXPUSDT,ETHUSDT,0.02,-3.73,-3.37,0.0,10
720,BCHUSDT,QNTUSDT,0.01,-4.03,-3.37,0.91,10
1156,C98USDT,MKRUSDT,0.01,-3.81,-3.37,0.0,10
1161,C98USDT,OGNUSDT,0.01,-3.8,-3.37,2.71,10
3265,THETAUSDT,WOOUSDT,0.01,-3.78,-3.37,7.17,10
472,AXSUSDT,MKRUSDT,0.0,-6.21,-3.37,0.01,10
824,BELUSDT,WOOUSDT,0.03,-3.54,-3.37,3.25,10
101,AGLDUSDT,BALUSDT,0.04,-3.41,-3.37,0.04,10
719,BCHUSDT,PEOPLEUSDT,0.01,-3.99,-3.37,4535.33,10
3703,XRPUSDT,DARUSDT,0.0,-13.61,-3.37,2.82,10
410,AXSUSDT,ALGOUSDT,0.0,-4.79,-3.37,25.82,10
632,BCHUSDT,AXSUSDT,0.03,-3.49,-3.37,14.69,10
579,BANDUSDT,NEARUSDT,0.04,-3.38,-3.37,1.05,10
1164,C98USDT,OPUSDT,0.01,-3.95,-3.37,0.31,10
1141,C98USDT,KNCUSDT,0.02,-3.7,-3.37,0.46,10
1172,C98USDT,RNDRUSDT,0.01,-3.89,-3.37,0.58,10
467,AXSUSDT,LPTUSDT,0.0,-4.6,-3.37,0.99,10
1860,FILUSDT,IOTXUSDT,0.02,-3.67,-3.37,177.46,10
3068,SLPUSDT,LINAUSDT,0.04,-3.43,-3.37,0.42,10
1993,HNTUSDT,10000NFTUSDT,0.01,-3.8,-3.37,506.15,10
1103,C98USDT,DUSKUSDT,0.01,-3.82,-3.37,3.11,10
1017,BTCUSDT,IOTXUSDT,0.0,-4.16,-3.37,683361.63,10
1106,C98USDT,ENJUSDT,0.01,-3.79,-3.37,0.9,10
3114,SUNUSDT,ALGOUSDT,0.01,-3.94,-3.37,0.02,10
3116,SUNUSDT,ANTUSDT,0.01,-3.9,-3.37,0.0,10
3119,SUNUSDT,APTUSDT,0.01,-4.03,-3.37,0.0,10
3120,SUNUSDT,ARUSDT,0.02,-3.71,-3.37,0.0,10
2620,NEARUSDT,RNDRUSDT,0.0,-4.4,-3.37,3.84,10
125,AGLDUSDT,HBARUSDT,0.03,-3.59,-3.37,5.06,10
1109,C98USDT,ETCUSDT,0.01,-3.89,-3.37,0.01,10
424,AXSUSDT,C98USDT,0.02,-3.64,-3.37,24.42,10
489,AXSUSDT,WAVESUSDT,0.0,-4.8,-3.37,3.08,10
1139,C98USDT,KDAUSDT,0.01,-3.99,-3.37,0.31,10
1118,C98USDT,GALAUSDT,0.01,-3.8,-3.37,9.91,10
563,BAKEUSDT,SUSHIUSDT,0.0,-4.33,-3.37,0.14,10
2488,MKRUSDT,SXPUSDT,0.02,-3.73,-3.37,2719.96,10
1345,CELUSDT,SOLUSDT,0.02,-3.74,-3.37,0.04,10
1120,C98USDT,GLMRUSDT,0.01,-3.99,-3.37,0.78,10
2180,IMXUSDT,SXPUSDT,0.04,-3.44,-3.37,1.67,10
1608,CVXUSDT,EGLDUSDT,0.0,-4.27,-3.37,0.09,10
1125,C98USDT,HBARUSDT,0.02,-3.76,-3.37,5.82,10
2534,MTLUSDT,ETHWUSDT,0.03,-3.56,-3.37,0.18,9
3514,USDCUSDT,REEFUSDT,0.0,-13.04,-3.37,317.14,9
2551,MTLUSDT,KLAYUSDT,0.03,-3.51,-3.37,3.99,9
757,BCHUSDT,YFIUSDT,0.01,-3.97,-3.37,0.02,9
671,BCHUSDT,FITFIUSDT,0.03,-3.56,-3.37,2749.69,9
252,ANKRUSDT,FLMUSDT,0.01,-4.1,-3.37,0.27,9
470,AXSUSDT,MASKUSDT,0.0,-6.64,-3.37,2.36,9
2518,MTLUSDT,COMPUSDT,0.03,-3.59,-3.37,0.02,9
669,BCHUSDT,ETHUSDT,0.03,-3.51,-3.37,0.09,9
2535,MTLUSDT,FITFIUSDT,0.03,-3.5,-3.37,18.07,9
3503,USDCUSDT,NEARUSDT,0.0,-12.9,-3.37,0.54,9
759,BCHUSDT,ZECUSDT,0.03,-3.52,-3.37,2.61,9
666,BCHUSDT,EGLDUSDT,0.03,-3.53,-3.37,2.41,9
3869,YGGUSDT,DYDXUSDT,0.0,-4.35,-3.37,0.1,9
668,BCHUSDT,ETCUSDT,0.03,-3.53,-3.37,5.29,9
3600,XEMUSDT,LTCUSDT,0.01,-3.95,-3.37,0.0,9
3650,XRPUSDT,10000NFTUSDT,0.0,-13.66,-3.37,77.75,9
2062,HNTUSDT,NEARUSDT,0.01,-4.03,-3.37,1.33,9
2078,HNTUSDT,SKLUSDT,0.01,-3.82,-3.37,90.31,9
2082,HNTUSDT,SWEATUSDT,0.04,-3.4,-3.37,189.34,9
2038,HNTUSDT,GALAUSDT,0.0,-4.34,-3.37,87.35,9
3907,YGGUSDT,LTCUSDT,0.01,-3.9,-3.37,0.0,9
3905,YGGUSDT,LPTUSDT,0.03,-3.48,-3.37,0.03,9
2026,HNTUSDT,DYDXUSDT,0.01,-3.93,-3.37,1.11,9
3850,YGGUSDT,CELOUSDT,0.02,-3.62,-3.37,0.5,9
1426,COTIUSDT,LTCUSDT,0.0,-4.38,-3.37,0.0,9
740,BCHUSDT,SUSHIUSDT,0.04,-3.41,-3.37,83.67,9
2199,INJUSDT,MANAUSDT,0.0,-4.32,-3.37,4.07,9
3602,XEMUSDT,MATICUSDT,0.04,-3.45,-3.37,0.04,9
3596,XEMUSDT,GRTUSDT,0.04,-3.44,-3.37,0.52,9
1929,GALAUSDT,ICPUSDT,0.02,-3.65,-3.37,0.01,9
1429,COTIUSDT,STMXUSDT,0.0,-4.17,-3.37,14.51,9
744,BCHUSDT,TRBUSDT,0.04,-3.44,-3.37,9.03,9
2273,JSTUSDT,SCUSDT,0.01,-3.93,-3.37,8.67,9
3842,YGGUSDT,BICOUSDT,0.02,-3.75,-3.37,0.75,9
3671,XRPUSDT,AVAXUSDT,0.0,-13.64,-3.37,0.03,9
2344,KDAUSDT,SWEATUSDT,0.03,-3.47,-3.37,68.48,9
440,AXSUSDT,DYDXUSDT,0.0,-7.21,-3.37,3.18,9
3832,YGGUSDT,ANTUSDT,0.01,-3.79,-3.37,0.11,9
3543,USDCUSDT,UNIUSDT,0.0,-12.83,-3.37,0.17,9
1056,C98USDT,ANTUSDT,0.01,-4.0,-3.37,0.14,9
271,ANKRUSDT,STMXUSDT,0.04,-3.46,-3.37,4.26,9
3533,USDCUSDT,STORJUSDT,0.0,-12.84,-3.37,3.24,9
3531,USDCUSDT,STGUSDT,0.0,-13.4,-3.37,2.5,9
2559,MTLUSDT,LUNA2USDT,0.03,-3.54,-3.37,0.41,9
1757,DYDXUSDT,TRBUSDT,0.05,-3.37,-3.37,0.19,9
2705,ONEUSDT,DYDXUSDT,0.04,-3.38,-3.37,0.01,9
1501,CROUSDT,REEFUSDT,0.01,-3.98,-3.37,21.88,9
2738,OPUSDT,REEFUSDT,0.03,-3.59,-3.37,286.05,9
1641,DARUSDT,MANAUSDT,0.03,-3.56,-3.37,0.31,9
867,BLZUSDT,GALUSDT,0.05,-3.37,-3.37,0.04,9
116,AGLDUSDT,EGLDUSDT,0.04,-3.39,-3.37,0.01,9
183,ALICEUSDT,DOGEUSDT,0.03,-3.54,-3.37,14.09,9
912,BSVUSDT,AVAXUSDT,0.04,-3.43,-3.37,3.0,9
3200,SUNUSDT,REQUSDT,0.02,-3.75,-3.37,0.06,9
3450,USDCUSDT,DYDXUSDT,0.0,-13.02,-3.37,0.45,9
1728,DUSKUSDT,ETCUSDT,0.02,-3.74,-3.37,0.0,9
3134,SUNUSDT,CELOUSDT,0.02,-3.6,-3.37,0.01,9
3776,XRPUSDT,RSRUSDT,0.0,-13.69,-3.37,91.48,9
1607,CVXUSDT,DYDXUSDT,0.0,-4.43,-3.37,1.79,9
2810,RENUSDT,BANDUSDT,0.0,-4.22,-3.37,0.04,9
2579,MTLUSDT,RSRUSDT,0.04,-3.4,-3.37,165.36,9
1490,CROUSDT,MASKUSDT,0.02,-3.76,-3.37,0.02,9
2812,RENUSDT,BCHUSDT,0.02,-3.71,-3.37,0.0,9
1770,EGLDUSDT,REEFUSDT,0.01,-3.84,-3.37,13645.88,9
1628,CVXUSDT,SKLUSDT,0.02,-3.67,-3.37,146.09,9
3788,XRPUSDT,SOLUSDT,0.0,-13.61,-3.37,0.03,9
1527,CRVUSDT,REEFUSDT,0.03,-3.53,-3.37,181.03,9
932,BSVUSDT,GRTUSDT,0.03,-3.48,-3.37,637.04,9
1525,CRVUSDT,CVXUSDT,0.0,-4.35,-3.37,0.14,9
638,BCHUSDT,BITUSDT,0.03,-3.53,-3.37,344.46,9
649,BCHUSDT,CKBUSDT,0.02,-3.73,-3.37,40828.12,9
1749,DYDXUSDT,GTCUSDT,0.0,-4.12,-3.37,1.3,9
1747,DYDXUSDT,BITUSDT,0.02,-3.65,-3.37,7.31,9
2715,ONEUSDT,MATICUSDT,0.03,-3.48,-3.37,0.02,9
2885,RENUSDT,MASKUSDT,0.0,-4.17,-3.37,0.03,9
133,AGLDUSDT,NEARUSDT,0.03,-3.52,-3.37,0.13,9
2638,NEOUSDT,OCEANUSDT,0.01,-3.91,-3.37,50.66,9
2599,MTLUSDT,THETAUSDT,0.03,-3.48,-3.37,0.77,9
144,AGLDUSDT,STGUSDT,0.02,-3.6,-3.37,0.6,9
3908,YGGUSDT,MANAUSDT,0.01,-4.05,-3.37,0.52,9
2605,MTLUSDT,VETUSDT,0.03,-3.53,-3.37,35.5,9
2609,MTLUSDT,XLMUSDT,0.03,-3.59,-3.37,7.62,9
2989,RUNEUSDT,1000LUNCUSDT,0.01,-3.92,-3.37,6.87,9
3479,USDCUSDT,IOSTUSDT,0.0,-12.95,-3.37,120.27,9
3715,XRPUSDT,ETCUSDT,0.0,-13.61,-3.37,0.02,9
3938,YGGUSDT,STORJUSDT,0.01,-3.79,-3.37,0.71,9
715,BCHUSDT,OCEANUSDT,0.04,-3.38,-3.37,792.17,9
901,BNBUSDT,GALAUSDT,0.0,-4.4,-3.37,9741.96,9
2652,NEOUSDT,YFIUSDT,0.02,-3.75,-3.37,0.0,9
3717,XRPUSDT,ETHWUSDT,0.0,-13.64,-3.37,0.1,9
2964,ROSEUSDT,ETHWUSDT,0.02,-3.68,-3.37,0.01,9
2582,MTLUSDT,RVNUSDT,0.04,-3.44,-3.37,31.67,9
1711,DOGEUSDT,SANDUSDT,0.0,-4.29,-3.37,0.14,9
3725,XRPUSDT,GALUSDT,0.0,-13.61,-3.37,0.26,9
658,BCHUSDT,CVCUSDT,0.01,-3.85,-3.37,1126.02,9
1643,DARUSDT,NEARUSDT,0.03,-3.5,-3.37,0.07,9
1183,C98USDT,SKLUSDT,0.01,-3.77,-3.37,10.24,8
1093,C98USDT,CTSIUSDT,0.02,-3.7,-3.37,2.69,8
1187,C98USDT,STGUSDT,0.02,-3.63,-3.37,0.69,8
3609,XEMUSDT,STMXUSDT,0.01,-3.82,-3.37,6.41,8
1105,C98USDT,EGLDUSDT,0.01,-3.92,-3.37,0.01,8
1112,C98USDT,FILUSDT,0.01,-3.82,-3.37,0.06,8
137,AGLDUSDT,QNTUSDT,0.04,-3.44,-3.37,0.0,8
1101,C98USDT,DOGEUSDT,0.01,-3.94,-3.37,3.3,8
3754,XRPUSDT,LTCUSDT,0.0,-13.98,-3.37,0.01,8
1617,CVXUSDT,KLAYUSDT,0.04,-3.42,-3.37,23.19,8
3086,SLPUSDT,WOOUSDT,0.04,-3.39,-3.37,0.02,8
3494,USDCUSDT,LPTUSDT,0.0,-13.27,-3.37,0.14,8
1135,C98USDT,IOTXUSDT,0.01,-4.07,-3.37,11.43,8
1182,C98USDT,SHIB1000USDT,0.01,-3.88,-3.37,30.57,8
3209,SUNUSDT,SFPUSDT,0.01,-3.98,-3.37,0.01,8
3899,YGGUSDT,KNCUSDT,0.02,-3.6,-3.37,0.37,8
3310,TRBUSDT,10000NFTUSDT,0.05,-3.37,-3.37,2371.45,8
97,AGLDUSDT,ANTUSDT,0.04,-3.45,-3.37,0.12,8
628,BCHUSDT,ARUSDT,0.01,-3.9,-3.37,10.78,8
3710,XRPUSDT,DUSKUSDT,0.0,-13.61,-3.37,4.22,8
3254,SXPUSDT,GALUSDT,0.03,-3.53,-3.37,0.17,8
2083,HNTUSDT,SXPUSDT,0.01,-3.84,-3.37,9.93,8
3350,TRXUSDT,STMXUSDT,0.01,-4.02,-3.37,10.15,8
3925,YGGUSDT,RSRUSDT,0.01,-4.03,-3.37,53.34,8
3637,XNOUSDT,KNCUSDT,0.04,-3.45,-3.37,0.98,8
3225,SUNUSDT,UNIUSDT,0.0,-4.49,-3.37,0.0,8
3224,SUNUSDT,UNFIUSDT,0.01,-4.01,-3.37,0.0,8
1148,C98USDT,LPTUSDT,0.02,-3.76,-3.37,0.04,8
1332,CELUSDT,NEARUSDT,0.04,-3.41,-3.37,0.27,8
3728,XRPUSDT,GMXUSDT,0.0,-13.61,-3.37,0.01,8
1146,C98USDT,LITUSDT,0.01,-3.92,-3.37,0.4,8
3628,XMRUSDT,LDOUSDT,0.03,-3.58,-3.37,111.99,8
3625,XMRUSDT,CHZUSDT,0.02,-3.68,-3.37,586.46,8
1140,C98USDT,KLAYUSDT,0.01,-4.04,-3.37,1.63,8
847,BLZUSDT,ACHUSDT,0.02,-3.61,-3.37,5.97,8
606,BATUSDT,OGNUSDT,0.04,-3.43,-3.37,2.2,8
1136,C98USDT,JASMYUSDT,0.01,-3.81,-3.37,70.57,8
2251,JSTUSDT,ALICEUSDT,0.03,-3.54,-3.37,0.02,8
1133,C98USDT,IOSTUSDT,0.02,-3.67,-3.37,33.41,8
3165,SUNUSDT,GMTUSDT,0.0,-4.14,-3.37,0.01,8
2172,IMXUSDT,AXSUSDT,0.01,-3.8,-3.37,0.06,8
3044,SHIB1000USDT,WOOUSDT,0.0,-4.99,-3.37,0.07,8
435,AXSUSDT,DARUSDT,0.0,-4.59,-3.37,52.8,8
543,BAKEUSDT,MATICUSDT,0.02,-3.63,-3.37,0.2,8
1028,BTCUSDT,PEOPLEUSDT,0.03,-3.48,-3.37,727042.01,8
450,AXSUSDT,GMTUSDT,0.0,-4.9,-3.37,18.03,8
3537,USDCUSDT,SXPUSDT,0.0,-12.82,-3.37,4.05,8
2795,RENUSDT,ALGOUSDT,0.01,-3.93,-3.37,0.28,8
1045,C98USDT,1000LUNCUSDT,0.01,-3.97,-3.37,1.61,8
1783,ENJUSDT,SHIB1000USDT,0.0,-4.17,-3.37,34.04,8
2759,PEOPLEUSDT,SHIB1000USDT,0.04,-3.42,-3.37,2.51,8
3914,YGGUSDT,OGNUSDT,0.0,-4.52,-3.37,2.14,8
959,BSVUSDT,WOOUSDT,0.02,-3.62,-3.37,313.42,8
3941,YGGUSDT,SXPUSDT,0.0,-4.45,-3.37,0.89,8
1207,C98USDT,XMRUSDT,0.02,-3.7,-3.37,0.0,8
659,BCHUSDT,CVXUSDT,0.01,-3.87,-3.37,26.13,8
729,BCHUSDT,SCRTUSDT,0.01,-3.9,-3.37,140.89,8
2672,OGNUSDT,HOTUSDT,0.03,-3.55,-3.37,66.15,8
1051,C98USDT,AKROUSDT,0.02,-3.69,-3.37,102.63,8
3471,USDCUSDT,HBARUSDT,0.0,-13.14,-3.37,20.92,8
461,AXSUSDT,JASMYUSDT,0.0,-4.66,-3.37,1788.78,8
238,ANKRUSDT,APEUSDT,0.0,-4.79,-3.37,0.01,8
3511,USDCUSDT,PEOPLEUSDT,0.0,-12.97,-3.37,43.68,8
3481,USDCUSDT,IOTXUSDT,0.0,-13.01,-3.37,41.06,8
230,ALPHAUSDT,SXPUSDT,0.04,-3.4,-3.37,0.35,8
1009,BTCUSDT,FLMUSDT,0.01,-4.1,-3.37,210956.86,8
2598,MTLUSDT,SWEATUSDT,0.02,-3.59,-3.37,52.73,8
1887,FILUSDT,WOOUSDT,0.0,-4.38,-3.37,34.87,8
3919,YGGUSDT,PEOPLEUSDT,0.02,-3.69,-3.37,9.61,8
3489,USDCUSDT,LDOUSDT,0.0,-13.28,-3.37,0.85,8
2584,MTLUSDT,SCRTUSDT,0.02,-3.61,-3.37,0.93,8
3036,SFPUSDT,ROSEUSDT,0.04,-3.42,-3.37,13.34,8
2803,RENUSDT,ARUSDT,0.01,-4.05,-3.37,0.01,8
623,BCHUSDT,ANTUSDT,0.02,-3.74,-3.37,53.56,8
1197,C98USDT,TRBUSDT,0.01,-3.79,-3.37,0.02,8
428,AXSUSDT,CHZUSDT,0.0,-4.71,-3.37,31.57,8
1191,C98USDT,SUNUSDT,0.02,-3.76,-3.37,55.19,8
3035,SCRTUSDT,APTUSDT,0.01,-3.93,-3.37,0.16,8
698,BCHUSDT,LDOUSDT,0.02,-3.73,-3.37,88.75,8
1083,C98USDT,CHRUSDT,0.0,-4.14,-3.37,2.51,8
696,BCHUSDT,KNCUSDT,0.01,-3.79,-3.37,172.84,8
909,BNXUSDT,AXSUSDT,0.03,-3.52,-3.37,21.34,8
3572,WAVESUSDT,SNXUSDT,0.03,-3.53,-3.37,1.33,8
3571,WAVESUSDT,SFPUSDT,0.04,-3.39,-3.37,3.66,8
1076,C98USDT,BSVUSDT,0.01,-3.86,-3.37,0.01,8
2823,RENUSDT,CHZUSDT,0.01,-4.02,-3.37,0.35,8
3782,XRPUSDT,SCUSDT,0.0,-13.71,-3.37,156.82,8
308,APTUSDT,CTCUSDT,0.04,-3.41,-3.37,11.83,8
1443,CROUSDT,BNBUSDT,0.01,-4.04,-3.37,0.0,8
3836,YGGUSDT,ARUSDT,0.02,-3.71,-3.37,0.02,8
3683,XRPUSDT,BOBAUSDT,0.0,-13.81,-3.37,1.82,8
929,BSVUSDT,FXSUSDT,0.02,-3.72,-3.37,8.54,8
2856,RENUSDT,GMTUSDT,0.01,-3.91,-3.37,0.2,8
2354,KDAUSDT,ZENUSDT,0.01,-4.02,-3.37,0.09,8
1062,C98USDT,ASTRUSDT,0.02,-3.72,-3.37,7.65,8
585,BATUSDT,AXSUSDT,0.01,-3.77,-3.37,0.03,8
1066,C98USDT,BALUSDT,0.01,-4.05,-3.37,0.05,8
1199,C98USDT,UNFIUSDT,0.02,-3.7,-3.37,0.07,8
1198,C98USDT,TRXUSDT,0.02,-3.67,-3.37,5.49,8
3800,XRPUSDT,UNIUSDT,0.0,-13.65,-3.37,0.06,7
3729,XRPUSDT,GRTUSDT,0.0,-13.61,-3.37,6.18,7
3812,XRPUSDT,ZENUSDT,0.0,-13.61,-3.37,0.04,7
41,AAVEUSDT,BICOUSDT,0.04,-3.41,-3.37,198.0,7
3909,YGGUSDT,MASKUSDT,0.02,-3.74,-3.37,0.07,7
3719,XRPUSDT,FITFIUSDT,0.0,-13.72,-3.37,10.0,7
3840,YGGUSDT,BANDUSDT,0.03,-3.49,-3.37,0.11,7
0,10000NFTUSDT,ICPUSDT,0.03,-3.48,-3.37,0.0,7
2597,MTLUSDT,SUSHIUSDT,0.03,-3.51,-3.37,0.55,7
264,ANKRUSDT,QNTUSDT,0.0,-4.31,-3.37,0.0,7
2174,IMXUSDT,DYDXUSDT,0.02,-3.64,-3.37,0.19,7
3348,TRXUSDT,SCUSDT,0.01,-3.82,-3.37,21.02,7
3188,SUNUSDT,MANAUSDT,0.0,-4.25,-3.37,0.01,7
2143,ICPUSDT,SKLUSDT,0.02,-3.74,-3.37,142.37,7
141,AGLDUSDT,SCUSDT,0.01,-3.84,-3.37,100.6,7
2114,ICPUSDT,DYDXUSDT,0.01,-4.04,-3.37,1.74,7
3333,TRBUSDT,ZENUSDT,0.02,-3.65,-3.37,1.14,7
2017,HNTUSDT,CRVUSDT,0.01,-3.85,-3.37,4.29,7
1413,COTIUSDT,ANTUSDT,0.0,-4.51,-3.37,0.04,7
1987,GTCUSDT,ZENUSDT,0.01,-3.85,-3.37,0.17,7
1419,COTIUSDT,CELOUSDT,0.0,-4.34,-3.37,0.16,7
3292,TOMOUSDT,LINKUSDT,0.04,-3.42,-3.37,0.05,7
3284,TOMOUSDT,FTMUSDT,0.01,-3.98,-3.37,1.65,7
431,AXSUSDT,CRVUSDT,0.0,-6.26,-3.37,12.35,7
1425,COTIUSDT,JASMYUSDT,0.01,-4.1,-3.37,18.34,7
473,AXSUSDT,NEARUSDT,0.0,-6.5,-3.37,3.84,7
3130,SUNUSDT,BOBAUSDT,0.02,-3.67,-3.37,0.02,7
1633,CVXUSDT,WOOUSDT,0.01,-4.08,-3.37,31.98,7
1876,FILUSDT,REEFUSDT,0.04,-3.39,-3.37,1370.65,7
3235,SUNUSDT,YFIUSDT,0.01,-3.81,-3.37,0.0,7
1869,FILUSDT,MKRUSDT,0.04,-3.39,-3.37,0.01,7
3219,SUNUSDT,SWEATUSDT,0.01,-3.91,-3.37,0.39,7
518,BAKEUSDT,DYDXUSDT,0.02,-3.68,-3.37,0.08,7
1850,FILUSDT,ETHWUSDT,0.02,-3.77,-3.37,1.16,7
1832,ETHWUSDT,SANDUSDT,0.02,-3.62,-3.37,6.39,7
1750,DYDXUSDT,ILVUSDT,0.04,-3.47,-3.37,0.05,7
120,AGLDUSDT,ETHWUSDT,0.04,-3.46,-3.37,0.06,7
2962,ROSEUSDT,BANDUSDT,0.04,-3.39,-3.37,0.02,7
2144,ICPUSDT,SOLUSDT,0.04,-3.44,-3.37,0.29,7
687,BCHUSDT,IMXUSDT,0.04,-3.38,-3.37,251.54,7
2889,RENUSDT,NEARUSDT,0.0,-4.99,-3.37,0.04,7
930,BSVUSDT,GALAUSDT,0.04,-3.38,-3.37,1383.51,7
2631,NEOUSDT,GMTUSDT,0.03,-3.49,-3.37,16.96,7
830,BELUSDT,ZENUSDT,0.02,-3.61,-3.37,0.04,7
962,BSWUSDT,10000NFTUSDT,0.01,-3.87,-3.37,42.31,7
2787,RENUSDT,1000LUNCUSDT,0.0,-4.36,-3.37,0.45,7
2617,MTLUSDT,ZENUSDT,0.02,-3.66,-3.37,0.07,7
986,BSWUSDT,XMRUSDT,0.04,-3.45,-3.37,0.0,7
2840,RENUSDT,DYDXUSDT,0.0,-4.99,-3.37,0.04,7
